題號,難度,題目,選項 1,選項 2,選項 3,選項 4,正確答案,正確答案解說,錯誤答案解說
Q61,4,下列哪一項不屬於 MLOps（機器學習維運）的核心目標？,自動化模型部署,持續監控與再訓練,最小化模型與資料漂移,提升使用者介面設計美觀度,4,MLOps 的核心在於模型的生命週期管理，包括自動化、持續交付、監控與維護，以確保模型在生產環境中的穩定性。,提升使用者介面設計美觀度 屬於 UX/UI 設計範疇，與 MLOps 的核心目標無直接關係。
Q62,4,在 AGILE 軟體開發流程中，AI 專案規劃的最佳實踐是？,將專案完全外包，不介入開發流程,採用瀑布式（Waterfall）流程，一次性完成所有需求收集,建立跨領域的**專案小組**，並採用**小步快跑、快速迭代**的方式（如 Scrum）,僅由資料科學家獨立完成所有流程,3,AI 專案具有高不確定性和高實驗性，最適合採用敏捷（Agile）或 Scrum 框架，透過跨領域小組進行快速迭代、持續回饋，以適應不斷變化的需求和數據。,瀑布式流程不適合 AI 專案的高度實驗性。
Q63,4,若企業欲採用 AI 辨識生產線上的瑕疵，且要求即時回應與高可靠性，應採用下列哪一項技術組合？,RNN + 雲端部署,單階段物件偵測（如 YOLO）+ 邊緣運算,傳統影像處理 + 批次分析,生成對抗網路（GAN）+ 雲端運算,2,單階段物件偵測（如 YOLO）具備高速推理能力，適合瑕疵檢測。邊緣運算 能將推論運算推向終端設備，降低網路延遲，實現「即時」與「高可靠性」。,RNN 適用於序列數據。批次分析不支援即時性。GAN 適用於生成任務。
Q64,4,下列哪一項 AI 倫理原則最直接關係到「AI 模型的決策過程必須被理解、被追溯」？,公平性（Fairness）,透明性（Transparency）與可解釋性（Explainability）,數據安全與隱私,自主性（Autonomy）,2,透明性 與 可解釋性 是責任 AI 的重要原則，要求 AI 系統的運作方式、決策依據必須清晰且可被人類理解，以便於追溯和除錯。,公平性 關注不同群體結果的差異。
Q65,4,若企業希望分析客戶的「情緒狀態」與「潛在消費意圖」以便提供個人化服務，最適合使用下列哪一組 NLP 技術？,命名實體識別（NER）+ 機器翻譯（Machine Translation）,情感分析（Sentiment Analysis）+ 主題建模（Topic Modeling）,詞形還原 + 詞幹提取,語音辨識 + 影像分類,2,情感分析 用來判斷文本的情緒狀態（如正面、負面）。主題建模 則能從大量的文本中歸納出潛在的主題和意圖（如「旅遊興趣」、「消費傾向」）。,選項 1 和 3 不適用於情緒與意圖分析。
Q66,4,在 AI 導入可行性評估中，若發現企業資料的標註品質低且數量嚴重不足，應採取何種策略？,放棄導入 AI 專案,降低對模型準確度的期望，並投入大量資源進行資料標註與強化,立即採購最新一代 GPU 伺服器,優先使用非監督式學習，完全不考慮標註資料,2,資料品質與數量不足是 AI 專案最大的阻礙之一。正確的策略是**重新評估商業目標**並**降低對高準確率的期望**，同時投入資源進行**資料標註與增強**，以滿足模型訓練的最低要求。,完全不考慮標註資料會限制監督式學習的應用。
Q67,5,在醫療影像 AI 中，若同時需要「高精度的病灶位置標定」與「避免模型在資源有限的醫院伺服器上推論過慢」，應選擇何種技術組合？,兩階段物件偵測（如 Faster R-CNN）+ 雲端運算,單階段物件偵測（如 YOLO/SSD）+ 模型量化（Quantization）,傳統影像處理 + 專家人工判讀,使用黑箱大型語言模型,2,單階段物件偵測 速度快，適用於即時性要求。模型量化（Quantization）能將模型參數從浮點數轉換為低位元格式，大幅**減小模型體積並加速推理**，適合在資源有限的伺服器上部署。,兩階段模型精度高但速度慢。黑箱 LLM 不適用影像任務。
Q68,5,在 MLOps 架構中，為有效追蹤模型從實驗室到生產環境的整個生命週期，必須納入哪兩項核心資產管理？,程式碼版本與系統資源,資料版本與模型版本,使用者介面與資料庫結構,網路拓撲與硬體規格,2,MLOps 相比傳統 DevOps，最大的不同在於必須管理**資料與模型**。資料版本控制（DVC）確保訓練資料可追溯，模型版本控制確保部署模型的穩定性，以應對模型漂移。,選項 1 屬於傳統 DevOps 的核心。
Q69,5,若企業欲建立一個多模態 AI 系統，同時處理客服的語音、文字與影像截圖，在模型融合層面，下列哪種方法最有助於捕捉模態間的深層複雜語意關聯？,早期特徵拼接（Early Fusion）,晚期決策投票（Late Fusion）,基於 Transformer 的注意力機制融合,單純使用傳統統計模型,3,基於 Transformer 的注意力機制（如 Cross-Attention）融合，能讓不同模態的特徵在深層隱藏層中相互關注，從而捕捉到複雜、非線性的跨模態語意關聯，適合高複雜度多模態任務。,早期融合 和 晚期融合 捕捉的關聯性較淺。
Q70,5,在 AI 倫理與法規遵循（Compliance）中，若 AI 系統處理的數據包含敏感的個人資訊，企業必須優先考慮哪兩項風險緩解策略？,僅使用開源模型 + 提升運算速度,資料去識別化/匿名化 + 存取權限控管,放棄所有 AI 專案 + 轉向人工處理,將模型部署到單一私有雲,2,處理敏感個資必須優先考慮 **隱私保護（Privacy）**。資料去識別化 或 匿名化 是關鍵的第一步；同時，實施嚴格的存取權限控管，確保只有授權人員才能接觸資料，符合 GDPR 等法規要求。,提升運算速度與隱私保護無關。
Q71,5,在 AI 專案中，若同時要「降低模型壓縮造成的精度損失」與「實現跨平台部署」，最合適的技術組合是？,模型量化 + 模型剪枝,知識蒸餾 + ONNX 格式轉換,單純使用 TensorFlow,僅依賴硬體升級,2,知識蒸餾 能讓小模型在壓縮的同時保持高精度。ONNX 是一種開放式模型交換格式，能讓訓練好的模型在不同的深度學習框架與硬體（如邊緣設備）間輕鬆移動與部署，實現跨平台。,模型剪枝 通常會犧牲部分精度。選項 3 和 4 不解決跨平台部署問題。
Q72,5,在設計一個具備「責任 AI」原則的系統時，若同時需要「確保決策透明可解釋」與「模型能被使用者信任」，應優先納入哪兩項設計元素？,黑箱深度學習模型 + 強化學習,決策樹或貝氏網絡 + 可解釋性報告,複雜神經網路 + 僅由高層主管審核,採用單純統計模型 + 不提供文件,2,責任 AI 強調透明與信任。決策樹或貝氏網絡 本身具有高可解釋性，搭配**可解釋性報告（XAI）** 能清晰說明決策邏輯，建立使用者信任。,黑箱深度學習模型 缺乏透明性。
Q73,5,若企業最關心在**考量時間價值**下，AI 專案預期報酬率是否高於其機會成本，應採用下列哪一項財務指標？,投資報酬率（ROI）,淨現值（NPV）,回收期（Payback Period）,內部報酬率（IRR）,4,內部報酬率（IRR）會找出一個折現率，使得專案的淨現值（NPV）等於零。它能直接衡量專案的預期報酬率，並與企業的資本成本或機會成本進行比較，以判斷專案是否值得投資。,NPV 衡量的是總價值。ROI 衡量的是效率。
Q74,5,在 AI 系統架構中，若需處理來自數百萬個 IoT 設備的連續感測數據，並進行即時異常偵測，最合適的數據處理架構是？,批次處理系統 + 資料倉儲,串流處理系統 + 邊緣運算,傳統關聯式資料庫 + 人工審核,僅使用離線資料湖,2,IoT 設備產生的是高流量的**連續數據流**，適合使用**串流處理系統**（如 Kafka/Spark Streaming）。結合**邊緣運算**則能將即時異常推論推向靠近數據源的位置，最大化即時性。,批次處理 不支援即時性。
Q75,5,在 AI 導入流程中，下列哪一項屬於「商業價值評估」與「技術可行性評估」的交集重點？,模型參數設定,資料治理與品質,伺服器硬體規格,專案經理人選定,2,優良的**資料治理**（Data Governance）確保資料的品質、數量和可存取性。資料品質不僅影響技術上模型訓練的成效（技術可行性），也直接關係到最終 AI 輸出對業務決策的價值（商業價值）。,選項 1 和 3 屬於純技術細節。選項 4 屬於組織人力。
Q76,5,下列哪一項關於大型語言模型（LLM）的敘述，最符合其在當前業界應用中的**倫理與治理**挑戰？,訓練成本過低導致無法維護,模型推論速度過快導致無法監控,容易產生幻覺（Hallucination）與不可解釋性，影響決策可靠性,缺乏支援多國語言的能力,3,LLM 面臨的主要倫理挑戰是 **幻覺（Hallucination）**（產生錯誤但聽起來真實的內容）和 **黑箱決策**（不可解釋性），這直接衝擊其在金融、醫療等高風險領域的**可靠性**與**信任度**。,選項 1、2、4 不符合當前 LLM 的主要挑戰。
Q77,6,若企業需部署一個 AI 系統以提供「高敏感度金融風險決策」與「滿足法規的最高透明度要求」，最佳的技術與治理策略是？,複雜的黑箱深度學習模型 + MLOps,線性模型 + XAI 可解釋性報告 + 專家人工審核,單純的規則引擎 + 傳統 BI 報告,生成式 AI + 邊緣運算,2,金融風險決策屬於**高風險**應用，需滿足最高透明度。**線性模型**或**決策樹**本身具備高可解釋性。結合 **XAI（可解釋性 AI）報告**和 **專家人工審核（HITL）** 是在犧牲部分準確度下，最大化透明度和責任 AI 的最佳策略。,黑箱深度學習模型 不符合透明度要求。
Q78,6,在設計一個多模態 AI 系統時，若需要有效處理**語義對齊**問題，即確保「影像中的主體」與「文本描述」指的是同一件事情，應優先採用哪種訓練方法？,僅使用單一模態的自監督學習,基於 Transformer 的對比學習（Contrastive Learning）,晚期決策融合（Late Fusion）,傳統 CNN 進行特徵提取,2,"對比學習（如 CLIP, ALIGN）是專門用於將不同模態的數據（如圖與文）映射到**同一個語義向量空間**的訓練方法，確保它們在向量空間中對齊，從而解決多模態的語義對齊問題。",晚期融合 僅在決策層合併結果，無法進行深層語義對齊。
Q79,6,MLOps 與傳統 DevOps 相比，最主要的差異在於 MLOps 必須額外管理哪一項生命週期資產？,程式碼版本（Code Versioning）,資料版本（Data Versioning）,系統資源與硬體配置,網路安全與防火牆,2,MLOps 相比傳統 DevOps，最大的不同在於機器學習模型會隨著**資料**的變化而變化。因此，**資料版本（Data Versioning）**、資料漂移監控 和 模型版本管理 是 MLOps 必須額外管理的資產，以確保模型可重現與穩定。,程式碼版本是 DevOps 的共同資產。
Q80,6,若企業欲採用 AI 進行跨國法律文件審核，同時要求「能應對全球不同法律體系的文本差異」與「模型輸出結果具備高可解釋性」，最佳的技術策略是？,使用單一大型黑箱語言模型,採用 Transformer + 領域專家知識圖譜（Knowledge Graph）+ XAI 工具,僅使用傳統規則式系統,完全依賴人工翻譯與審核,2,**Transformer（如 LLM）** 處理文本差異。**知識圖譜**能將法律專業知識結構化，增強模型在不同法系下的推理能力。結合 **XAI 工具**則能提供高可解釋性，滿足法律審核的高標準。,單一黑箱 LLM 難以應對複雜的法系差異且缺乏可解釋性。
Q81,6,在 AI 專案規劃中，下列哪一項屬於**長期、大規模**的風險緩解策略？,進行為期兩週的概念驗證（POC）,建立完善的 AI 治理委員會與內部法規遵循機制,僅由 IT 部門進行單次系統升級,採購單一部門所需的資料標註工具,2,**建立 AI 治理委員會**、**內部法規遵循（Compliance）機制** 是企業級、涉及組織變革和長期投入的風險緩解策略，旨在從制度層面確保 AI 的倫理、公平與透明。,POC 屬於短期。系統升級和標註工具屬於單點技術投入。
Q82,6,在 AI 導入可行性評估中，若企業內部具備大量歷史數據，但這些數據缺乏結構化且包含嚴重偏見，應採取的策略是？,放棄所有數據，重新開始收集新數據,投入資源進行**數據清理、特徵工程**和**偏見偵測/修正**，以提高數據品質與可用性,立即訓練最複雜的深度學習模型,僅使用非監督式學習，完全避免標註與偏見問題,2,數據品質和偏見是 AI 專案失敗的常見原因。正確做法是**清理**（處理缺失值、雜訊）、**特徵工程**（提高模型學習效率）和**偏見修正**（確保公平性），而不是完全放棄數據。,最複雜的模型會加劇由差數據帶來的風險。
Q83,6,若一個 AI 決策系統同時面臨「模型漂移風險（Model Drift）」與「提示注入攻擊風險（Prompt Injection）」，MLOps 應納入哪兩項核心監控機制？,網路安全監控 + 硬體資源監控,數據漂移監控 + 輸入/輸出過濾（Guardrails）,程式碼版本控制 + 專案經理人變更追蹤,資料標註流程監控 + 客服滿意度追蹤,2,**模型漂移**通常由**數據漂移**引起，MLOps 必須透過**數據漂移監控**來即時偵測。**提示注入攻擊**是 LLM 的特有風險，需透過在**輸入/輸出端設置過濾機制（Guardrails）** 來緩解。,選項 1 和 3 不是直接針對這兩種風險的措施。
Q84,6,在多模態 AI 專案中，若需要處理**跨時空、多感測器**數據（如自動駕駛中的雷達、影像、慣性導航數據），最佳的數據融合策略是？,僅使用文字輸入,僅使用單一 CNN 處理所有數據,時序性融合（Sequential Fusion）或基於注意力機制的深度融合,晚期決策融合（Late Fusion）,3,跨時空、多感測器數據需要捕捉複雜的時間和空間關聯性。**時序性融合**或使用 **Transformer** 中的**注意力機制深度融合**，能有效處理多感測器輸入的時序依賴和非線性關聯性。,單一 CNN 無法處理時序數據。
Q85,6,在 AI 專案的財務評估中，下列哪一項敘述是評估**淨現值（NPV）** 時的關鍵考慮因素？,專案最短回本時間,專案在特定折現率下的所有現金流現值總和,專案的內部報酬率是否大於銀行利率,專案在不考慮時間價值下的總利潤,2,淨現值（NPV）的定義就是將專案未來所有現金流量（流入與流出）以**特定折現率**折算成**現值**後，再進行加總。這是唯一考量金錢時間價值的長期價值指標。,選項 1 描述 回收期。選項 3 描述 IRR。
Q86,6,若企業欲採用 AI 進行高風險決策（如信貸審核），同時必須確保決策的**可重現性（Reproducibility）**，MLOps 必須納入哪兩項核心機制？,僅記錄模型訓練時間與硬體配置,程式碼版本控制 + 資料版本控制,僅使用傳統資料庫儲存結果,放棄所有 AI 模型，轉向規則引擎,2,可重現性 是責任 AI 和 MLOps 的基石。要確保模型輸出結果與決策過程可重現，必須精確記錄用於訓練和部署的**程式碼（Code Versioning）** 與**數據（Data Versioning）**，以消除模型的不確定性。,選項 1 不完整，缺少對模型與資料的追蹤。
Q87,6,在 AI 倫理與法規遵循中，所謂的「被遺忘權（Right to be Forgotten）」與「可攜權（Right to Data Portability）」主要源於哪個法規？,美國專利法,歐盟《一般資料保護規則》（GDPR）,中國網路安全法,ISO 9001 認證標準,2,被遺忘權 和 可攜權 是歐盟《一般資料保護規則》（GDPR）賦予資料主體的核心權利，旨在加強個人資料的隱私保護與控制權。,選項 1、3、4 不直接涉及這些個人資料權利。
Q88,6,在製造業中，若同時要「透過電腦視覺降低產品瑕疵率」與「符合法規的最高透明度要求」，最佳方案是？,單純採用黑箱深度學習模型,CV 檢測 + 決策樹/線性模型 + XAI 報告,僅依靠人工檢測 + 統計分析,生成式 AI 自動撰寫報告,2,高透明度要求避免黑箱。採用 CV 進行檢測，但決策層使用**具高可解釋性**的**決策樹/線性模型**或結合 **XAI 報告**，能在準確度與透明度之間取得最佳平衡，滿足製造業高風險檢測的法規要求。,黑箱深度學習模型 不符合最高透明度要求。
Q89,6,在 AI 導入規劃中，為有效緩解**組織人力層風險**（如技能短缺、文化衝擊），應採取的策略是？,全面外包所有 AI 專案,建立內部 AI 知識中心 + 跨部門培訓計畫,強制所有員工接受 AI 系統,僅招聘外部 AI 專家,2,組織人力風險需透過教育與文化調整來緩解。建立**內部 AI 知識中心**和**跨部門培訓**能提升員工技能，緩解技能短缺，並促進業務與技術部門的理解與協作，減少文化衝擊。,全面外包和僅招聘外部專家無法解決內部知識積累和協作問題。
Q90,6,下列哪一項技術組合，最能實現**兼顧高精度與高效率**的即時物件偵測任務？,兩階段物件偵測（如 Faster R-CNN）+ 雲端運算,單階段物件偵測（如 YOLO）+ 模型量化（Quantization）,傳統影像處理 + 批次分析,僅使用傳統機器學習分類器,2,**單階段物件偵測**（如 YOLO）設計上就追求高效率。搭配**模型量化（Quantization）** 進一步壓縮模型並加速推理，能在維持合理精度的前提下，實現最高效率，特別適合即時應用。,兩階段模型精度高但效率低。
Q91,6,若企業欲建立一個多模態 AI 系統，同時處理影像（如 X 光片）與臨床文本數據，並希望模型能**專注於兩者之間的關鍵關聯性**，應選擇哪種融合機制？,早期特徵拼接,晚期決策投票,注意力機制（Attention Mechanism）深度融合,單純使用統計模型,3,**注意力機制**（如 Transformer 的 Cross-Attention）能讓模型主動學習並權重分配不同模態資訊的重要性，使其專注於影像和文本之間最相關的資訊（如報告中描述的病灶區域），實現深度融合。,選項 1 和 2 捕捉的關聯性較淺。
Q92,6,下列哪一項屬於 AI 風險評估中的**法規遵循（Compliance）風險**？,模型在生產環境中準確度下降,因訓練數據偏見導致模型歧視特定族群,AI 系統未符合 GDPR 的資料隱私保護要求,開發團隊因技能不足導致專案延期,3,法規遵循風險 是指 AI 系統或其數據處理方式違反了既有的法律法規，例如未符合 GDPR、AI Act 等資料保護和 AI 治理法規。,選項 1 屬於技術風險（模型漂移）。選項 2 屬於倫理風險（公平性）。選項 4 屬於組織人力風險。
Q93,6,在 MLOps 實踐中，為確保模型在實際運行環境中不會突然崩潰，必須持續監控哪一項指標？,模型訓練時間,模型推論延遲與錯誤率,資料標註速度,開發人員的程式碼行數,2,MLOps 監控的重點是生產環境中的模型健康度。持續監控**推論延遲（Latency）** 和**錯誤率（Error Rate）** 能即時發現模型服務是否運行緩慢或開始崩潰，確保服務穩定性。,選項 1、3、4 與生產環境穩定性無直接關聯。
Q94,6,在 AI 導入規劃中，為有效緩解**法規遵循風險**，下列哪一項策略最為重要？,僅使用開源硬體,建立**AI 治理框架**，確保法務與技術部門的協同審核,全面禁用所有生成式 AI,將資料標註流程外包,2,法規遵循風險 必須透過組織層面的制度來緩解。建立 **AI 治理框架**能界定責任、定義倫理標準，並確保**法務、倫理與技術部門**協同合作，從設計之初就確保系統符合法規。,選項 1、3、4 均非全面性的解決方案。
Q95,6,在自然語言處理中，若需要同時處理多種語言的文本並進行跨語言理解，最適合使用下列哪種架構？,僅使用單一語言的詞袋模型,專門用於機器翻譯的 Sequence-to-Sequence 模型,基於 Transformer 的**跨語言預訓練語言模型（mBERT XLM-R）**,傳統統計模型,3,"**跨語言預訓練語言模型**（如 mBERT, XLM-R）經過大量多語種文本訓練，能夠將不同語言的詞彙映射到共同的語義空間，使其具備**跨語言理解**能力，是處理多語言文本的最佳架構。",選項 2 專注於翻譯，而非理解。
Q96,6,在自動駕駛 AI 系統中，若同時要求「即時偵測移動目標」與「最大化偵測速度」，應優先選擇哪種物件偵測模型？,兩階段物件偵測（如 Faster R-CNN）,單階段物件偵測（如 YOLO、SSD）,語意分割模型（如 U-Net）,圖像生成模型（如 VAE）,2,YOLO 是一種基於迴歸的**單階段（One-stage）物件偵測模型**，能同時預測邊界框和類別，速度快，非常適合即時應用，如自動駕駛。,兩階段架構（如 Faster R-CNN）準確度高但速度慢。影像分割是 FCN/U-Net。
Q97,6,在金融 AI 專案中，若同時要「降低模型對弱勢群體的歧視」與「符合責任 AI 原則的透明度」，正確策略是：,使用生成式 AI 自動決策,偏見偵測工具 + 模型透明化報告,僅用歷史資料不調整,強化模型複雜度以提升效能,2,**偏見偵測工具**（如 WEAT）能檢測並修正模型對特定群體的歧視，確保**公平性**。**模型透明化報告**則能滿足責任 AI 對**可解釋性和透明度**的要求。,歷史資料本身可能帶有偏見。提高複雜度（如黑箱模型）通常會降低可解釋性。
Q98,6,MLOps（Machine Learning Operations）與傳統 IT 領域的 DevOps 相比，最主要的差異在於 MLOps 必須額外管理哪一項生命週期資產？,程式碼版本（Code Versioning）,資料版本與模型版本,系統資源與硬體配置,網路安全與防火牆,2,MLOps 必須額外管理**資料版本（Data Versioning）** 和**模型版本（Model Versioning）**，以應對機器學習特有的**模型漂移**與**重現性**問題，這是 DevOps 中程式碼版本控制所不具備的。,程式碼版本是 DevOps 的共同資產。
Q99,6,在評估 AI 導入可行性時，下列何者屬於「數據適配性（Data Suitability）」的關鍵考量？,模型推論速度是否夠快,企業是否具備足夠的資料量、資料品質和相關性,AI 專案的內部報酬率（IRR）是否達標,是否所有員工都支持 AI 導入,2,數據適配性 關注數據本身是否滿足 AI 訓練的需求，包括**數量**（是否足夠）、**品質**（是否乾淨、標註正確）和**相關性**（是否能反映業務問題）。,選項 1 屬於技術可行性。選項 3 屬於商業價值評估。選項 4 屬於組織人力風險。
Q100,6,若企業欲採用 AI 進行新產品的市場預測，同時要「確保結果的準確性」與「能將模型部署到內部受限的本地伺服器」，最合適的策略是？,訓練黑箱大型模型 + 雲端部署,訓練優化模型 + 模型壓縮（剪枝/量化）+ 本地部署,單純使用傳統統計軟體,全面使用外部預測服務,2,在本地受限伺服器部署需要**輕量化**的模型，因此必須進行**模型壓縮**（如剪枝/量化）。同時，應**訓練優化模型**以確保準確性。這是在資源受限下達成高準確性的最佳平衡點。,黑箱大型模型與雲端部署不符合本地部署要求。
